,MREQ_Number,FFID,Date_and_Time_of_Request,Section,Order_Type,Item_Category,Item_Description,Quantity_Required,Unit,Unit_Price,Total_Cost,Category,Date_Required,Delivery_Location,Location_WBS,Activity_WBS,Current_Stage,Operational_Approval,Commercial_Approval,Buyer
9524,MREQ-30574,30574,2020-03-31 09:00:14,Section 6,Material Requisition,Not on List,Not on List,100,ea,,0,Concrete Accessories,2020-04-01 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM6 - Site Preliminaries,153b - Temporary Works Viaduct- Miscelaneous,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9525,MREQ-30574,30574,2020-03-31 09:00:14,Section 6,Material Requisition,Not on List,Not on List,100,ea,,0,Concrete Accessories,2020-04-01 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM6 - Site Preliminaries,153b - Temporary Works Viaduct- Miscelaneous,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9526,MREQ-30574,30574,2020-03-31 09:00:14,Section 6,Material Requisition,Not on List,Not on List,100,ea,,0,Concrete Accessories,2020-04-01 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM6 - Site Preliminaries,153b - Temporary Works Viaduct- Miscelaneous,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9527,MREQ-30574,30574,2020-03-31 09:00:14,Section 6,Material Requisition,Not on List,Not on List,15,ea,,0,Concrete Accessories,2020-04-01 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM6 - Site Preliminaries,153b - Temporary Works Viaduct- Miscelaneous,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9528,MREQ-30579,30579,2020-03-31 15:40:36,Section 4,Material Requisition,Misc,Not on List,1,Box,,0,Miscellaneous,2020-04-02 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9529,MREQ-30581,30581,2020-03-31 12:10:44,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9531,MREQ-30581,30581,2020-03-31 12:10:44,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9533,MREQ-30581,30581,2020-03-31 12:10:44,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9535,MREQ-30581,30581,2020-03-31 12:10:44,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9537,MREQ-30581,30581,2020-03-31 12:10:44,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9539,MREQ-30581,30581,2020-03-31 12:10:44,Section 4,Material Requisition,Not on List,Not on List,81,Ltrs,0.8,64.8,Professional Services,2020-04-24 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9540,MREQ-30595,30595,2020-04-01 09:19:36,Section 5,Material Requisition,Bagged,OP Cement Multicem Plastic Bag 25kg (210768),1,Pallet,3.56,3.56,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-03 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,1104 - Footways and Paved Areas,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9541,MREQ-30602,30602,2020-04-01 09:59:21,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9543,MREQ-30602,30602,2020-04-01 09:59:21,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9545,MREQ-30603,30603,2020-04-01 10:19:25,Core,Material Requisition,Not on List,Not on List,1512,No,4.8,7257.6,Miscellaneous,2020-04-01 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,114 - Office Furniture,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
9546,MREQ-30608,30608,2020-04-01 13:52:21,Section 4,Material Requisition,Not on List,Not on List,3,Roll,243.25,729.75,Geotextiles,2020-04-14 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,702 - Pavement,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9547,MREQ-30609,30609,2020-04-01 14:13:10,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9549,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9551,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9553,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9555,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9557,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9559,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9561,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9563,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9565,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9567,MREQ-30622,30622,2020-04-01 15:59:32,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9569,MREQ-30623,30623,2020-04-01 17:10:19,Section 6,Material Requisition,Aggregate,A20 Pipe Bed,,,,,,,,,,,,,
9571,MREQ-30630,30630,2020-04-02 07:13:18,Section 5,Material Requisition,"PPE, Small Tools and Consumables",Screws Self Tapping 305 Pcs Assorted Box 61275 (662414),10,Boxes ,9.42,94.2,Fixings and Fasteners,2020-04-03 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,501 - Drains,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9572,MREQ-30634,30634,2020-04-02 08:38:00,Section 4,Material Requisition,Misc,Not on List,1,box,,0,Miscellaneous,2020-04-03 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9573,MREQ-30634,30634,2020-04-02 08:38:00,Section 4,Material Requisition,Misc,Not on List,1,box,,0,Miscellaneous,2020-04-03 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9574,MREQ-30638,30638,2020-04-02 09:48:46,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9576,MREQ-30638,30638,2020-04-02 09:48:46,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9578,MREQ-30640,30640,2020-04-02 11:55:13,Section 5,Material Requisition,Kerbs,Not on List,80,Each,4.93,394.4,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-07 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9579,MREQ-30640,30640,2020-04-02 11:55:13,Section 5,Material Requisition,Kerbs,Not on List,3,Each,5.84,17.52,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-07 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9580,MREQ-30640,30640,2020-04-02 11:55:13,Section 5,Material Requisition,Kerbs,Not on List,3,Each,5.84,17.52,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-07 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9581,MREQ-30641,30641,2020-04-02 15:19:29,Section 4,Material Requisition,Aggregate,A20 Pipe Bed,,,,,,,,,,,,,
9583,MREQ-30641,30641,2020-04-02 15:19:29,Section 4,Material Requisition,Aggregate,Not on List,,,,,,,,,,,,,
9584,,,,,,,,,,,,,,,,,,,,
9586,MREQ-30647,30647,2020-04-02 12:29:44,Section 4,Material Requisition,Not on List,Not on List,16,Each,142.02,2272.32,Plastic Drainage,2020-04-07 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9587,MREQ-30647,30647,2020-04-02 12:29:44,Section 4,Material Requisition,Not on List,Not on List,6,Each,128.26,769.56,Plastic Drainage,2020-04-07 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9588,MREQ-30647,30647,2020-04-02 12:29:44,Section 4,Material Requisition,Not on List,Not on List,6,Each,154.93,929.58,Plastic Drainage,2020-04-07 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9589,MREQ-30647,30647,2020-04-02 12:29:44,Section 4,Material Requisition,Not on List,Not on List,10,Each,107.9,1079,Plastic Drainage,2020-04-07 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9590,MREQ-30647,30647,2020-04-02 12:29:44,Section 4,Material Requisition,Not on List,Not on List,42,Each,11.93,501.06,Plastic Drainage,2020-04-07 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9591,MREQ-30666,30666,2020-04-03 10:35:31,Section 6,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9593,MREQ-30671,30671,2020-04-03 12:28:17,Section 4,Material Requisition,Kerbs,Not on List,10,Each,8.55,85.5,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-08 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9594,MREQ-30671,30671,2020-04-03 12:28:17,Section 4,Material Requisition,Kerbs,Not on List,10,Each,8.55,85.5,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-08 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9595,MREQ-30687,30687,2020-04-03 17:13:59,Section 3,Material Requisition,Misc,Not on List,,,,,,,,,,,,,
9596,,,,,,,,,,,,,,,,,,,,
9598,MREQ-30712,30712,2020-04-06 08:26:40,Section 4,Material Requisition,Not on List,Not on List,8,number,8.99,71.92,Miscellaneous,2020-04-06 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,IMO Queue,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9599,MREQ-30720,30720,2020-04-06 10:23:20,Test Section,Material Requisition,Concrete Drainage,CPM 1200 Cover Slab 600x600 Opening (989585),2,Each,59.17,118.34,Concrete Drainage,2020-05-07 00:00:00,Test Location,Test Section,Test Section,IMO Queue,Yes - Approve,Yes - Approve,Chris Henry
9600,MREQ-30729,30729,2020-04-06 13:31:37,Test Section,Material Requisition,Geotextile,Tensar TX160 4m x 75m (150563),134,Each,535,71690,Aggregate,2020-05-01 00:00:00,Test Location,Test Section,Test Section,IMO Queue,Yes - Approve,Yes - Approve,Chris Henry
9601,MREQ-30751,30751,2020-04-07 09:04:05,Section 3,Material Requisition,Kerbs,Concrete Flat Top Edging 50x150x915  (805282),360,Each,2.48,892.8,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-07 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
9602,MREQ-30755,30755,2020-04-07 09:10:57,Section 4,Material Requisition,Not on List,Not on List,200,,,0,Builders Merchants (General),2020-04-14 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,"1101 - Kerbs, Channels and Edgings",Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9603,MREQ-30758,30758,2020-04-07 10:34:12,Section 6,Material Requisition,Not on List,Not on List,36,No,5.4,194.4,Miscellaneous,2020-04-10 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC6R - Roadworks Section 6,2703 - Works on behalf of Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9604,MREQ-30763,30763,2020-04-07 13:43:52,Core,Material Requisition,Not on List,Not on List,1,number,823.9,823.9,Miscellaneous,2020-04-07 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,115 - Medical / 1st Aid,Commercial Approval,Yes - Approve,,REQ - Buyers
9605,MREQ-30763,30763,2020-04-07 13:43:52,Core,Material Requisition,Not on List,Not on List,1,number,1282,1282,Miscellaneous,2020-04-07 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,115 - Medical / 1st Aid,Commercial Approval,Yes - Approve,,REQ - Buyers
9606,MREQ-30764,30764,2020-04-07 13:49:24,Section 4,Material Requisition,Not on List,Not on List,1,roll,,0,Miscellaneous,2020-04-09 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,"1502 - Trenches, Ducts and Chambers",Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9607,MREQ-30766,30766,2020-04-07 15:05:11,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9609,MREQ-30767,30767,2020-04-07 15:56:18,Section 5,Material Requisition,Not on List,Not on List,225,m3,81.3,18292.5,Ready Mixed Concrete,2020-04-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9610,MREQ-30777,30777,2020-04-08 09:27:08,Section 6,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9611,,,,,,,,,,,,,,,,,,,,
9612,,,,,,,,,,,,,,,,,,,,
9614,MREQ-30779,30779,2020-04-08 10:53:21,Section 5,Material Requisition,Aggregate,Type 1,3000,Tonnes,23.5,70500,Aggregate,2020-04-10 00:00:00,"1355303 - EB5/7, A14 Eastbound, Just on Jcn 33 off Slip, Right Hand Side",SEC5 - Roadworks,701 - Sub-base,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9615,MREQ-30780,30780,2020-04-08 11:04:14,Section 2,Material Requisition,Bricks/Blocks,Not on List,132.5,m2.,34.59,4583.18,Blocks and Bricks,2020-04-14 00:00:00,,SEC1 - Roadworks,1104 - Footways and Paved Areas,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
9616,MREQ-30781,30781,2020-04-08 11:50:23,Section 4,Material Requisition,Kerbs,Not on List,148,Each,31.83,4710.84,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-16 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9617,MREQ-30781,30781,2020-04-08 11:50:23,Section 4,Material Requisition,Kerbs,Not on List,2,Each,134.8,269.6,"Concrete Hard Landscaping (Kerbs, Slabs)",2020-04-16 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9618,MREQ-30782,30782,2020-04-08 12:27:12,Section 6,Material Requisition,Not on List,Not on List,1,total,1513.14,1513.14,Miscellaneous,2020-04-09 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,WAO6 - Working Area Overhead,117 - Computer & Acc Charges,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9619,MREQ-30782,30782,2020-04-08 12:27:12,Section 6,Material Requisition,Not on List,Not on List,1,total,91.73,91.73,Miscellaneous,2020-04-09 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,WAO6 - Working Area Overhead,117 - Computer & Acc Charges,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9620,MREQ-30787,30787,2020-04-08 14:09:47,Section 6,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9621,,,,,,,,,,,,,,,,,,,,
9623,MREQ-30792,30792,2020-04-08 15:10:28,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9625,MREQ-30792,30792,2020-04-08 15:10:28,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9627,MREQ-30792,30792,2020-04-08 15:10:28,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9629,MREQ-30792,30792,2020-04-08 15:10:28,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9631,MREQ-30792,30792,2020-04-08 15:10:28,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9633,MREQ-30792,30792,2020-04-08 15:10:28,Section 5,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9635,MREQ-30814,30814,2020-04-09 07:13:04,Section 2,Material Requisition,Misc,Not on List,6,,,0,Miscellaneous,2020-04-14 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,702 - Pavement,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
9636,MREQ-30826,30826,2020-04-09 09:47:30,Section 4,Material Requisition,Not on List,Not on List,30,Bag,44.6,1338,Builders Merchants (General),2020-04-14 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,BN17 - Swavesey Junction,1701 - Insitu Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9637,MREQ-30826,30826,2020-04-09 09:47:30,Section 4,Material Requisition,Not on List,Not on List,1,Each,6.81,6.81,Builders Merchants (General),2020-04-14 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,BN17 - Swavesey Junction,1701 - Insitu Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9638,MREQ-30826,30826,2020-04-09 09:47:30,Section 4,Material Requisition,Not on List,Not on List,5,Each,3.97,19.85,Builders Merchants (General),2020-04-14 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,BN17 - Swavesey Junction,1701 - Insitu Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9639,MREQ-30830,30830,2020-04-09 12:23:38,Section 6,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9641,MREQ-30830,30830,2020-04-09 12:23:38,Section 6,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9643,MREQ-30830,30830,2020-04-09 12:23:38,Section 6,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9645,MREQ-30830,30830,2020-04-09 12:23:38,Section 6,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9647,MREQ-30835,30835,2020-04-09 14:34:16,Section 1,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9649,MREQ-30835,30835,2020-04-09 14:34:16,Section 1,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9651,MREQ-30835,30835,2020-04-09 14:34:16,Section 1,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9653,MREQ-30952,30952,2020-04-14 08:22:38,Core,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9654,,,,,,,,,,,,,,,,,,,,
9655,,,,,,,,,,,,,,,,,,,,
9657,MREQ-30957,30957,2020-04-14 08:19:04,Section 5,Material Requisition,Not on List,Not on List,1,No,115.2,115.2,Professional Services,2020-04-24 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9658,MREQ-30957,30957,2020-04-14 08:19:04,Section 5,Material Requisition,Not on List,Not on List,1,No,470.35,470.35,Professional Services,2020-04-24 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9659,MREQ-30957,30957,2020-04-14 08:19:04,Section 5,Material Requisition,Not on List,Not on List,1,No,394.9,394.9,Professional Services,2020-04-24 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9660,MREQ-30969,30969,2020-04-14 10:13:43,Section 4,Material Requisition,Not on List,Not on List,20,Rolls,,0,Rebar and Mesh,2020-04-17 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,503 - Headwalls and Outfall Works,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9661,MREQ-30975,30975,2020-04-14 08:44:11,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9662,,,,,,,,,,,,,,,,,,,,
9663,,,,,,,,,,,,,,,,,,,,
9664,,,,,,,,,,,,,,,,,,,,
9666,MREQ-30977,30977,2020-04-14 12:29:10,Section 4,Material Requisition,Not on List,Not on List,2,Tubs,,0,Miscellaneous,2020-04-17 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,501 - Drains,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
9667,MREQ-30981,30981,2020-04-14 13:37:54,Section 2,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9669,MREQ-30981,30981,2020-04-14 13:37:54,Section 2,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9671,MREQ-30988,30988,2020-04-14 15:39:24,Section 3,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9673,MREQ-30988,30988,2020-04-14 15:39:24,Section 3,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9675,MREQ-31002,31002,2020-04-15 08:26:33,Section 2,Material Requisition,Bagged,OP Cement Multicem Plastic Bag 25kg (210768),50,Each,3.56,178,Aggregate,2020-04-17 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,"1101 - Kerbs, Channels and Edgings",Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
9676,MREQ-31008,31008,2020-04-15 09:32:38,Section 6,Material Requisition,Concrete Drainage,CPM 900mm Concrete Socket (249372),1,Each,305.03,305.03,Concrete Drainage,2020-04-22 00:00:00,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,3030 - Special Ecological Measures,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9677,MREQ-31008,31008,2020-04-15 09:32:38,Section 6,Material Requisition,Concrete Drainage,CPM 900mm Concrete Spigot (249371),1,Each,305.03,305.03,Concrete Drainage,2020-04-22 00:00:00,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,3030 - Special Ecological Measures,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9678,MREQ-31008,31008,2020-04-15 09:32:38,Section 6,Material Requisition,Concrete Drainage,CPM 600mm Concrete Socket (249351),1,Each,106.73,106.73,Concrete Drainage,2020-04-22 00:00:00,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,3030 - Special Ecological Measures,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9679,MREQ-31008,31008,2020-04-15 09:32:38,Section 6,Material Requisition,Concrete Drainage,CPM 600mm Concrete Spigot (249354),1,Each,106.73,106.73,Concrete Drainage,2020-04-22 00:00:00,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,SC6R - Roadworks Section 6,3030 - Special Ecological Measures,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
9680,MREQ-31009,31009,2020-04-15 10:30:29,Section 5,Material Requisition,Bagged,Building Sand Bulk Bag (938155),5,Each,32.74,163.7,Builders Merchants (General),2020-04-15 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,"1101 - Kerbs, Channels and Edgings",Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
9681,MREQ-31011,31011,2020-04-15 14:15:59,Section 4,Material Requisition,Not on List,Not on List,,,,,,,,,,,,,
9682,,,,,,,,,,,,,,,,,,,,
9684,MREQ-31034,31034,2020-04-16 10:58:15,Section 6,Material Requisition,Not on List,Not on List,1,Ea,17092.96,17092.96,Miscellaneous,2020-04-17 00:00:00,S6MC – Mill Common - 1351842 - Mill Common Road Huntingdon  PE29 3AR,FEE6 - Fee Based Costs inc. insurance,107 - Insurance,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers
